,Unnamed: 0,Unnamed: 0.1,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss.1,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Box Score Creation,Rim Shot Creation,Helio Score,Athleticism Score,Passing Score,Rebounding Score,Shooting Score,Finishing Score,Defense Score,Shot Creation Score,College Productivity Score,Overall Score
104,12,90,131787,2021-22,Osun Osunniyi,C,PF,Play Finisher,82,218.0,St. Bonaventure,A-10,23.0,9.0,4.79,4.0,"Oct 21, 1998",23.69,,32,32,979,24.5,0.622,0.615,0.008,0.308,363.0,10.7,18.6,14.7,9.9,1.0,12.1,1.847328244274809,14.5,0.124,18.4,24.278,2.7,1.7,4.4,0.181,3.5,3.3,6.9,0.98,120.2,97.1,0.239,-1.8,6.3,10.3,0.613,6.3,10.3,0.614,0.0,0.1,0.5,0.014,0.0157480314960629,2.0,3.2,0.641,9.8,2.0,0.7,3.8,2.0,2.9,14.7,9.6,15.6,9.5,15.5,0.1,0.1,3.1,4.8,14.9,3.0,1.0,5.8,3.0,4.3,22.3,15.6,60.0,33.1,9.0197831,0.0612870275791624,4.2510156,71.9,72.5,62.1,27.3,31.9,40.9,0.8,100.0,56.6156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.841,59.139,0.3225187210710419,0.7008547008547008,0.40082644628099173,0.8884297520661157,0.1092436974789916,1.0,0.7603305785123967,0.2605042016806723,0.7355371900826446,60.699999999999996
105,15,113,81702,2021-22,Connor Vanover,C,PF,Rebounder,87,215.0,Arkansas,SEC,12.0,3.0,8.62,3.0,"Jun 23, 1999",23.02,355.0,15,10,113,25.3,0.499,0.441,0.255,0.333,57.0,11.7,18.8,15.2,7.7,1.0,9.1,1.8019801980198016,4.8,0.045,26.5,33.362,0.3,0.2,0.6,0.196,4.4,1.9,6.4,1.33,113.2,93.6,0.061,-0.28,7.8,18.1,0.431,7.4,13.5,0.553,0.4,4.6,0.077,0.048,0.1182831325301204,5.0,6.0,0.824,11.0,1.4,0.7,3.2,1.1,1.4,20.9,10.8,25.1,10.3,18.7,0.5,6.4,6.9,8.4,15.2,2.0,1.0,4.4,1.5,2.0,29.0,25.1,5.0,21.68,3.4906317600000007,0.0442477876106194,4.041275700000001,45.1,60.9,64.3,29.4,46.7,85.7,25.5,100.0,79.6951,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,U17 World Cup,4.0,10:15,3.8,1.8,4.8,0.368,0.0,0.2,0.0,0.2,1.0,0.25,3.8,0.0,0.8,1.5,0.0,0.8,Gold,2.19,50.989,1.06063831225361,0.47863247863247865,0.5082644628099173,0.9173553719008265,0.5966386554621849,0.7142857142857143,0.8347107438016529,0.06722689075630252,0.9586776859504132,63.4
106,50,117,135184,2021-22,Hason Ward,PF,C,Energy,81,215.0,VCU,A-10,19.0,10.0,5.17,3.0,"Sep 24, 2000",21.76,,29,24,590,17.8,0.565,0.553,0.039,0.197,185.0,9.3,18.6,14.2,8.2,2.6,8.5,3.981981981981982,20.2,0.18,18.4,23.274,0.6,1.6,2.2,0.149,-0.9,4.7,3.8,0.55,100.8,86.9,0.149,-4.54,5.7,10.3,0.553,5.7,9.9,0.575,0.0,0.4,0.0,0.0,0.0,1.4,2.0,0.667,9.5,1.6,1.8,2.9,2.8,4.9,12.7,8.3,15.0,8.3,14.4,0.0,0.6,2.0,3.0,13.8,2.3,2.6,4.3,4.2,7.1,18.6,15.0,46.0,48.44,7.235725000000001,0.0779661016949152,2.2406250000000005,62.5,74.7,76.1,33.6,25.5,61.5,3.9,0.0,68.22649999999999,2018-19,New Heights,UAA 16U,8.0,4.0,12.1,3.0,1.38,2.0,0.688,0.0,0.0,0.0,0.25,0.62,0.4,1.12,1.5,2.62,0.25,0.38,1.75,0.88,2.0,,,,,,,,,,,,,,,,,,,,,,1.439,54.352,0.763072101741569,0.5555555555555556,0.21487603305785125,0.8677685950413223,0.04201680672268908,0.9915966386554622,0.9752066115702479,0.3697478991596639,0.5371900826446281,56.89999999999999
107,53,122,132265,2021-22,Ryan Young,PF,C,Scorer,82,240.0,Northwestern,Big Ten,15.0,16.0,7.11,3.0,"Dec 2, 1999",22.58,348.0,31,1,530,23.0,0.593,0.562,0.032,0.548,263.0,9.8,18.5,14.0,12.0,1.2,2.3,1.577142857142857,13.6,0.121,26.2,33.884,1.6,0.7,2.3,0.172,2.8,0.9,3.7,0.78,113.9,101.6,0.161,-3.31,7.8,14.0,0.559,7.8,13.6,0.572,0.1,0.5,0.167,0.031,0.0537085427135678,5.2,7.7,0.676,9.9,2.2,0.8,0.8,2.8,4.7,21.0,11.4,20.4,11.3,19.7,0.1,0.7,7.6,11.2,14.4,3.2,1.2,1.1,4.1,6.8,30.5,20.4,2.0,1.53,0.49439808,0.0037735849056603,6.591974400000001,70.4,64.9,54.1,26.3,36.7,38.9,3.2,0.0,48.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.876,59.611,1.237087356044781,0.6068376068376068,0.33884297520661155,0.8471074380165289,0.25210084033613445,0.9411764705882353,0.5247933884297521,0.6722689075630253,0.7024793388429752,61.1
108,65,87,149822,2021-22,David N'Guessan,C,PF,Post Up,81,205.0,Virginia Tech,ACC,23.0,13.0,6.48,2.0,,,,36,0,485,15.5,0.514,0.505,0.14,0.421,143.0,8.7,17.1,13.0,9.2,1.3,5.4,2.0955223880597016,11.7,0.1,16.6,21.968,0.8,0.8,1.6,0.136,0.3,2.8,3.0,1.41,110.8,97.8,0.081,-0.22,4.3,8.8,0.486,4.0,7.6,0.522,0.3,1.2,0.267,0.117,0.1836855036855036,2.0,3.7,0.533,8.1,2.0,0.8,1.8,1.4,4.6,10.9,6.7,13.9,6.2,11.9,0.5,1.9,3.1,5.8,12.7,3.1,1.3,2.9,2.2,7.3,17.1,13.9,,,,,4.7989611000000005,67.3,54.2,48.7,18.7,45.0,22.2,14.0,100.0,50.9265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386,48.529,,,0.6033057851239669,0.7603305785123967,0.47058823529411764,0.6554621848739496,0.8099173553719008,0.1092436974789916,0.4628099173553719,
109,70,10,140073,2021-22,Grant Basile,PF,C,Scorer,81,235.0,Wright State,Horizon,22.0,14.0,-5.11,2.0,,,400.0,36,36,1173,25.1,0.577,0.537,0.278,0.337,634.0,9.3,21.1,15.3,12.9,1.7,5.2,2.56231884057971,15.7,0.135,28.9,38.483,3.3,1.8,5.1,0.175,2.8,-0.1,2.7,0.67,110.8,99.6,0.323,-4.94,8.4,16.9,0.498,7.1,12.2,0.581,1.3,4.7,0.283,0.18,0.2804777183600713,4.5,5.7,0.784,10.5,2.5,1.2,2.0,3.6,3.4,22.6,12.0,24.2,10.1,17.4,1.9,6.7,6.4,8.1,15.0,3.5,1.7,2.9,5.2,4.9,32.3,24.2,14.0,5.85,1.6416445499999996,0.0119352088661551,6.7910766,48.3,66.0,41.9,24.4,42.0,30.0,27.3,97.4,54.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.048,61.604,,0.905982905982906,0.2975206611570248,0.9256198347107438,0.5882352941176471,0.8739495798319328,0.7933884297520661,0.6554621848739496,0.33884297520661155,67.2
110,73,88,138615,2021-22,John Ojiako,C,PF,Rebounder,82,245.0,Virginia Tech,ACC,16.0,4.0,6.48,3.0,"Jun 15, 2000",22.04,246.0,20,0,125,23.2,0.631,0.594,0.0,0.344,50.0,20.1,19.1,19.6,3.2,0.0,6.6,0.0,15.8,0.146,19.6,23.932,0.4,0.2,0.6,0.198,2.1,0.5,2.6,0.29,124.4,99.3,0.039,-4.88,6.1,10.2,0.594,6.1,10.2,0.594,0.0,0.0,,0.0,,2.9,3.5,0.818,12.2,0.6,0.0,2.2,2.2,4.5,15.0,9.6,16.1,9.6,16.1,0.0,0.0,4.5,5.5,19.1,1.0,0.0,3.5,3.5,7.0,23.7,16.1,6.0,35.45,7.849587150000002,0.048,3.564974700000001,53.1,70.6,58.3,46.9,46.7,57.1,0.0,0.0,57.7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.626,56.413,0.8749011642942838,0.23076923076923078,0.04132231404958678,0.9752066115702479,0.5126050420168067,0.9537815126050421,0.2809917355371901,0.24369747899159663,0.6033057851239669,48.0
111,78,74,136849,2021-22,Julius Marble,PF,C,Primary,81,245.0,Michigan State,Big Ten,23.0,13.0,9.96,3.0,"Dec 29, 2000",21.5,223.0,36,4,517,18.2,0.628,0.592,0.007,0.421,196.0,7.1,18.9,13.3,3.6,1.4,4.0,2.074074074074074,18.4,0.172,22.1,27.374,1.0,0.7,1.7,0.131,-0.4,2.6,2.2,0.22,108.6,101.0,0.105,-6.81,7.0,11.8,0.592,7.0,11.7,0.596,0.0,0.1,0.0,0.0,0.0,3.8,5.0,0.766,9.3,0.7,0.9,1.5,3.2,6.6,17.7,10.3,17.3,10.3,17.2,0.0,0.1,5.6,7.3,13.7,1.0,1.4,2.2,4.7,9.7,26.1,17.3,8.0,12.67,1.311345,0.0154738878143133,1.79055,41.4,69.8,75.0,57.9,52.3,76.1,0.7,0.0,75.11189999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.975,49.498,1.3128138857899374,0.6623931623931624,0.008264462809917356,0.8016528925619835,0.5210084033613446,0.8571428571428571,0.6942148760330579,0.35294117647058826,0.71900826446281,57.699999999999996
112,92,20,107982,2021-22,DJ Burns,PF,C,Primary,81,275.0,Winthrop,Big South,23.0,9.0,-3.63,3.0,"Oct 13, 2000",21.71,108.0,32,27,668,28.9,0.631,0.626,0.006,0.24,414.0,9.4,16.4,13.1,15.4,1.3,2.2,1.6342857142857143,14.6,0.13,34.5,43.197,2.4,0.9,3.3,0.197,2.4,-1.3,1.1,0.52,113.1,101.5,0.295,-6.27,12.8,20.5,0.626,12.8,20.4,0.629,0.0,0.1,0.0,0.0,0.0,3.2,4.9,0.646,8.6,2.0,0.9,0.7,3.9,5.6,28.8,18.5,29.5,18.5,29.4,0.0,0.2,4.6,7.1,12.4,2.9,1.3,1.0,5.6,8.1,41.6,29.5,4.0,2.58,0.6428069999999999,0.0059880239520958,7.349925,45.3,77.4,45.0,54.1,50.8,31.9,0.6,0.0,37.6429,2018-19 *,Team United,All Leagues,10.0,5.0,2.2,5.2,2.4,6.4,0.375,0.0,0.0,0.0,0.4,0.8,0.5,0.0,5.0,5.0,0.7,0.5,2.1,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,3.914,70.703,1.5434550980625998,0.41025641025641024,0.2066115702479339,0.7768595041322314,0.42016806722689076,0.9327731092436975,0.5537190082644629,0.865546218487395,0.3305785123966942,56.2
113,8,19,161518,2021-22,Johni Broome,C,,Primary,82,235.0,Morehead State,OVC,23.0,11.0,-3.43,2.0,"Jul 19, 2002",19.95,400.0,34,34,962,32.6,0.569,0.555,0.011,0.3,519.0,14.1,28.1,21.5,11.1,1.5,13.9,2.707792207792208,13.9,0.126,31.6,40.474,2.6,2.9,5.6,0.232,3.8,3.6,7.4,0.51,109.1,84.1,0.328,-5.78,10.1,18.3,0.555,10.1,18.1,0.561,0.0,0.2,0.0,0.0,0.0,3.5,5.5,0.636,14.9,1.7,1.0,5.4,3.4,3.5,23.8,15.2,27.5,15.2,27.2,0.0,0.3,5.2,8.2,22.4,2.6,1.5,8.2,5.1,5.2,35.7,27.5,38.0,14.61,3.1774996800000004,0.0395010395010395,5.98092,59.1,67.6,63.2,39.7,38.2,50.8,1.2,0.0,57.5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.239,60.61,2.26221348085029,0.7692307692307693,0.1487603305785124,0.9834710743801653,0.2184873949579832,0.9663865546218487,0.9586776859504132,0.8403361344537815,0.78099173553719,70.8
114,41,1,133367,2021-22,Fardaws Aimaq,C,,Short Roll,83,245.0,Utah Valley,WAC,20.0,12.0,-1.6,3.0,"Jan 6, 1999",23.48,400.0,32,32,1101,25.0,0.554,0.512,0.102,0.43,568.0,10.7,31.9,22.2,12.2,1.2,3.9,1.8352941176470583,14.8,0.132,29.5,38.654,2.7,3.0,5.7,0.208,3.2,0.9,4.1,0.58,108.4,87.5,0.347,-5.36,8.1,16.5,0.49,7.3,14.8,0.496,0.7,1.7,0.435,0.207,0.1652513966480447,5.1,7.1,0.723,15.8,2.0,0.8,1.5,3.5,3.1,22.0,11.8,24.1,10.8,21.7,1.1,2.5,7.5,10.4,23.2,2.9,1.2,2.1,5.1,4.6,32.2,24.1,25.0,13.23,2.24550144,0.0227066303360581,4.0904448,41.6,63.5,59.2,48.2,37.4,54.9,10.1,95.0,60.684000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,52.819,0.7122352152098387,0.8376068376068376,0.2396694214876033,0.9917355371900827,0.4789915966386555,0.7436974789915967,0.8760330578512396,0.6218487394957983,0.6735537190082644,68.30000000000001
115,58,95,152037,2021-22,Neal Quinn,C,,Short Roll,84,260.0,Lafayette,Patriot,10.0,20.0,-6.67,3.0,,,400.0,30,29,891,27.7,0.58,0.549,0.016,0.398,470.0,9.7,19.8,14.6,31.6,1.9,5.0,2.753623188405797,15.0,0.118,27.2,39.092,3.0,0.9,4.0,0.178,3.7,-0.1,3.5,1.78,115.4,105.2,0.387,1.44,7.8,14.3,0.545,7.7,14.1,0.548,0.1,0.2,0.4,0.033,0.0307692307692307,4.0,5.7,0.709,9.9,5.3,1.3,1.8,3.0,2.5,19.8,11.8,21.7,11.7,21.4,0.1,0.3,6.1,8.6,15.0,8.1,1.9,2.8,4.6,3.8,29.9,21.7,23.0,12.05,4.193628950000001,0.0258136924803591,7.552012299999999,59.9,67.5,41.9,38.6,35.0,44.2,1.6,100.0,43.7593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.102,64.048,,0.9658119658119658,0.9256198347107438,0.8760330578512396,0.20168067226890757,0.9537815126050421,0.5826446280991735,0.6386554621848739,0.4049586776859504,69.39999999999999
116,76,114,117432,2021-22,Qudus Wahab,C,,Post Up,83,245.0,Maryland,Big Ten,15.0,17.0,9.12,3.0,"Jan 30, 2000",22.42,136.0,32,31,617,19.7,0.586,0.559,0.012,0.494,238.0,10.2,23.2,16.7,4.2,0.7,4.3,1.204,16.3,0.151,21.1,25.881,1.2,0.7,2.0,0.128,1.5,0.9,2.4,0.29,110.0,103.5,0.135,-5.45,6.2,11.0,0.559,6.2,10.9,0.565,0.0,0.1,0.0,0.0,0.0,3.6,5.4,0.667,11.7,0.8,0.5,1.6,2.7,4.0,15.9,9.1,16.3,9.1,16.2,0.0,0.2,5.4,8.1,17.3,1.2,0.7,2.3,3.9,6.0,23.7,16.3,20.0,22.49,5.409204839999998,0.0324149108589951,3.9204108,52.4,68.5,54.1,46.5,43.0,50.0,1.2,0.0,51.5984,2018-19,WE R1,UAA 17U,8.0,8.0,20.6,8.38,3.5,7.25,0.483,0.0,0.12,0.0,1.38,2.25,0.611,2.75,6.25,9.0,0.25,0.25,2.62,1.75,2.5,,,,,,,,,,,,,,,,,,,,,,1.701,56.3,0.9021930095219972,0.7948717948717948,0.028925619834710745,0.9669421487603306,0.33613445378151263,0.9243697478991597,0.359504132231405,0.47058823529411764,0.6900826446280992,57.099999999999994
117,95,4,145670,2021-22,Frank Anselem,C,,Play Finisher,82,215.0,Syracuse,ACC,16.0,16.0,7.82,2.0,,,201.0,32,6,453,14.1,0.627,0.625,0.0,0.833,107.0,12.9,16.9,14.9,4.7,1.0,4.7,1.6491228070175437,20.2,0.18,9.4,12.234,0.9,0.3,1.2,0.106,-0.3,1.2,0.9,0.76,127.1,108.6,0.049,-1.84,2.6,4.2,0.625,2.6,4.2,0.625,0.0,0.0,,0.0,,2.1,3.5,0.6,10.9,1.1,0.7,1.5,1.5,5.7,7.4,3.9,6.2,3.9,6.2,0.0,0.0,3.1,5.2,15.9,1.7,1.0,2.2,2.2,8.4,10.8,6.2,18.0,39.54,17.48197836,0.0397350993377483,2.7412308000000007,95.7,59.1,53.8,4.3,100.0,50.0,0.0,0.0,53.6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379,47.221,,0.9145299145299145,0.2809917355371901,0.9008264462809917,0.4369747899159664,0.8487394957983193,0.34710743801652894,0.18487394957983194,0.2644628099173554,52.2
118,97,97,148712,2021-22,Efton Reid,C,,Primary,84,240.0,LSU,SEC,22.0,12.0,8.3,1.0,"Feb 3, 2002",20.4,27.0,34,34,668,12.6,0.53,0.532,0.107,0.155,202.0,8.6,15.9,12.3,4.8,1.4,5.4,2.223529411764705,19.0,0.175,18.0,22.876,0.4,1.5,2.0,0.117,-2.4,3.2,0.8,0.34,97.9,92.0,0.129,-5.29,5.8,11.2,0.519,5.5,10.0,0.551,0.3,1.2,0.25,0.1,0.149859943977591,0.8,1.7,0.483,8.7,1.0,1.0,1.6,2.8,6.8,12.8,8.2,15.9,7.8,14.2,0.4,1.7,1.2,2.5,12.4,1.4,1.4,2.2,4.0,9.6,18.1,15.9,19.0,23.73,5.07822,0.028443113772455,3.4026,42.8,65.0,50.0,46.5,46.0,45.0,10.7,100.0,53.025000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.155,53.38,1.251077653692003,0.5641025641025641,0.0743801652892562,0.7024793388429752,0.453781512605042,0.773109243697479,0.8925619834710744,0.07563025210084033,0.4297520661157025,49.6
119,118,16,126855,2021-22,Davion Bradford,C,,Stretch,84,270.0,Kansas State,Big 12,13.0,16.0,9.06,2.0,"Aug 3, 2001",20.91,173.0,29,12,425,7.5,0.524,0.5,0.0,0.473,100.0,8.4,6.7,7.6,2.8,0.6,3.7,1.0325581395348835,23.6,0.224,14.6,17.399,0.1,0.4,0.5,0.049,-3.4,0.7,-2.7,0.21,93.3,105.5,0.062,-5.78,3.5,7.0,0.5,3.5,7.0,0.5,0.0,0.0,,0.0,,2.0,3.3,0.6,5.2,0.6,0.4,1.2,2.6,5.5,8.9,5.2,10.3,5.2,10.3,0.0,0.0,2.9,4.9,7.7,0.8,0.6,1.8,3.9,8.1,13.3,10.3,14.0,27.32,2.93646288,0.0329411764705882,1.1070851999999998,68.9,62.7,84.4,31.1,21.7,60.0,0.0,0.0,76.81160000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,42.816,0.6015516968093356,0.5384615384615384,0.01652892561983471,0.4132231404958678,0.01680672268907563,0.8991596638655462,0.2231404958677686,0.19327731092436976,0.15702479338842976,30.7
120,121,67,138810,2021-22,Yaya Keita,C,,Stretch,81,240.0,Missouri,SEC,8.0,13.0,9.1,1.0,,,210.0,21,0,143,6.1,0.398,0.352,0.222,0.444,30.0,10.7,10.7,10.7,2.6,2.9,1.6,2.062222222222222,19.7,0.189,14.5,17.423,-0.1,0.2,0.1,0.026,-4.7,0.6,-4.1,0.25,84.0,104.5,0.021,-4.81,2.5,7.6,0.333,2.2,5.9,0.381,0.3,1.7,0.167,0.089,0.1906118251928021,2.0,3.4,0.583,7.3,0.6,2.0,0.6,2.2,8.1,7.3,3.7,11.2,3.3,8.7,0.4,2.5,2.9,5.0,10.8,0.8,2.9,0.8,3.3,12.0,10.8,11.2,0.0,0.0,0.0,0.0,1.8676,66.7,44.4,75.0,11.1,0.0,0.0,22.2,100.0,72.22500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,34.4,,0.3333333333333333,0.028925619834710745,0.6198347107438017,0.03361344537815126,0.49159663865546216,0.5082644628099173,0.15126050420168066,0.09917355371900827,28.299999999999997
