,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU_3P,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score
192,117360,2021-22,RJ Davis,SG,PG,Scorer,72,175.0,UNC,ACC,29.0,10.0,8.89,2.0,"Oct 21, 2001",20.69,50.0,39,39,1324,16.5,0.55,0.504,0.43,0.301,525.0,1.9,11.6,6.8,19.5,1.7,0.6,0.8869565217391304,13.4,0.103,20.5,31.174,3.0,1.5,4.6,0.138,2.4,2.5,4.9,1.92,113.8,103.8,0.297,1.52,5.4,12.7,0.425,3.4,7.2,0.469,2.0,5.4,0.367,0.262,0.3960100376411543,3.2,3.8,0.833,5.0,4.3,1.2,0.2,2.2,2.5,15.9,7.6,18.0,4.8,10.3,2.8,7.7,4.5,5.4,7.1,6.1,1.7,0.3,3.2,3.6,22.6,18.0,0.0,0.0,0.0,0.0,4.816602000000001,30.1,50.0,11.1,27.0,43.4,8.2,43.0,72.7,36.8161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34782608695652173,0.8905472636815921,0.7439613526570048,0.8046511627906977,0.6534883720930232,0.6707920792079208,0.41627906976744183,0.8883720930232558,67.7,4.228,51.852,1.2919104615037595,0.6739349891270844
1015,107569,2021-22,Logan Johnson,SG,PG,Slasher,74,177.0,Saint Mary's,WCC,26.0,8.0,6.58,4,"Oct 11, 1999",22.72,192.0,34,34,1078,16.8,0.512,0.479,0.252,0.287,396.0,1.3,14.7,8.2,16.0,3.8,0.9,1.4553191489361703,13.0,0.104,22.8,31.739,1.5,2.6,4.1,0.151,0.2,4.6,4.9,1.49,103.3,90.9,0.271,-0.03,5.7,12.9,0.438,4.6,9.7,0.479,1.0,3.3,0.318,0.197,0.28117894736842103,2.7,3.7,0.72,5.2,3.3,2.5,0.3,2.2,3.5,15.1,8.7,19.8,7.1,14.8,1.6,5.0,4.1,5.7,7.9,5.0,3.8,0.5,3.3,5.4,23.0,19.8,9.0,4.35,2.01107025,0.008348794063079777,9.153837000000001,59.5,52.0,22.3,15.6,28.8,20.0,24.9,100.0,41.2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7729468599033816,0.16417910447761194,0.40096618357487923,0.4883720930232558,0.8069767441860465,0.8985148514851485,0.9488372093023256,0.7093023255813954,64.9,3.33,56.598,0.821090464515501,0.5916859610501535
937,134100,2021-22,Isaiah Stevens,PG,SG,Floor General,72,185.0,Colorado State,MWC,25.0,6.0,4.77,3,"Nov 1, 2000",21.66,,31,31,1075,20.6,0.568,0.521,0.318,0.257,483.0,1.4,9.9,5.8,27.2,2.1,0.5,0.8076923076923077,11.5,0.081,23.3,35.874,3.3,1.3,4.6,0.172,4.1,0.7,4.7,2.83,117.1,103.0,0.38,4.45,6.1,13.3,0.461,4.5,9.1,0.5,1.6,4.2,0.377,0.248,0.34499568345323745,3.1,3.4,0.902,3.7,5.5,1.4,0.1,1.9,2.1,17.0,9.3,20.2,6.9,13.8,2.4,6.4,4.7,5.2,5.6,8.3,2.1,0.2,2.9,3.2,25.7,20.2,0.0,0.0,0.0,0.0,3.6324851999999996,24.6,61.2,26.9,42.6,43.5,18.8,32.8,65.1,35.979,2018-19,Team Faith,Gold Gauntlet 17U,4.0,2.0,24.0,8.5,2.25,5.0,0.45,1.25,3.0,0.417,2.75,2.75,1.0,1.0,1.0,2.0,3.25,1.0,0.0,1.5,1.25,,,,,,,,,,,,,,,,,,,,,,0.5265700483091788,0.8855721393034826,0.8309178743961353,0.958139534883721,0.4441860465116279,0.3316831683168317,0.42790697674418604,0.6534883720930232,63.2,5.96,56.122,1.320389842452603,
637,122218,2021-22,Bo Hodges,SG,PG,Slasher,77,210.0,Butler,Big East,5.0,12.0,9.16,4.0,"Jul 26, 1998",23.93,,17,13,484,16.7,0.48,0.459,0.373,0.253,172.0,9.4,20.3,14.8,10.1,2.4,2.4,2.4,12.8,0.113,22.8,29.15,0.5,0.8,1.2,0.103,2.3,2.4,4.7,0.81,99.1,99.1,0.215,-2.59,5.2,13.1,0.399,3.6,8.2,0.444,1.6,4.9,0.322,0.221,0.34562877697841726,2.1,3.3,0.625,9.8,1.7,1.6,0.8,2.1,3.3,14.0,8.0,20.1,5.6,12.6,2.4,7.5,3.2,5.1,15.0,2.7,2.4,1.3,3.3,5.1,21.6,20.1,4.0,5.87,1.8552134999999998,0.008264462809917356,6.3526050000000005,43.0,50.0,26.5,19.6,32.3,20.0,37.3,89.5,48.698499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5507246376811594,0.25870646766169153,0.37681159420289856,0.06976744186046512,0.9953488372093023,0.806930693069307,0.9116279069767442,0.7953488372093023,59.599999999999994,2.072,50.546,0.49131719625876785,
486,151295,2021-22,Tyrese Hunter,PG,SG,Athletic,72,175.0,Iowa State,Big 12,22.0,13.0,9.33,1.0,"Aug 11, 2003",18.88,37.0,35,35,1116,14.1,0.475,0.443,0.377,0.277,426.0,1.9,11.9,6.8,32.3,3.8,1.1,1.7061224489795919,21.8,0.157,24.2,38.128,0.3,2.5,2.8,0.1,0.9,3.7,4.6,1.52,92.2,92.2,0.367,0.15,5.0,12.8,0.391,3.7,8.0,0.462,1.3,4.8,0.274,0.188,0.31735176651305685,2.4,3.5,0.687,4.4,6.2,2.5,0.4,4.1,2.5,13.8,7.5,19.1,5.5,11.9,2.0,7.2,3.6,5.3,6.6,9.2,3.8,0.5,6.0,3.7,20.5,19.1,16.0,10.98,3.3061219199999994,0.014336917562724014,5.751086399999999,40.8,54.8,26.2,21.5,29.9,21.7,37.7,78.4,44.9119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7053140096618358,0.13432835820895522,0.7246376811594203,0.7255813953488373,0.6534883720930232,0.8712871287128713,0.9720930232558139,0.7906976744186046,69.69999999999999,5.309,53.81,2.2053100922733844,0.7410585279256796
455,132458,2021-2x2,Andre Gordon,SG,PG,Shooter,74,185.0,Texas A&M,SEC,26.0,13.0,7.42,3.0,,,294.0,39,23,797,13.4,0.544,0.53,0.571,0.137,205.0,1.4,11.0,6.2,13.9,3.3,0.7,1.155,14.5,0.113,14.2,21.226,1.1,1.4,2.5,0.125,1.0,3.5,4.5,1.82,110.2,97.2,0.137,0.88,3.9,9.1,0.423,1.9,3.9,0.487,2.0,5.2,0.375,0.294,0.4526955602536998,0.9,1.3,0.72,4.3,3.0,2.3,0.3,1.7,2.2,10.6,5.6,13.3,2.8,5.7,2.9,7.6,1.3,1.8,6.3,4.4,3.3,0.4,2.4,3.2,15.4,13.3,3.0,7.92,1.158696,0.0037641154328732747,1.9457899999999997,20.9,52.6,30.0,22.0,45.0,50.0,57.1,84.6,65.5766,2018-19,C2K Elite,UAA 17U,8.0,8.0,29.3,15.12,6.5,12.0,0.542,0.5,1.88,0.267,1.62,2.62,0.619,0.62,2.25,2.88,2.25,1.38,0.0,2.62,1.75,,,,,,,,,,,,,,,,,,,,,,0.21014492753623187,0.9203980099502488,0.06280193236714976,0.6372093023255814,0.513953488372093,0.4801980198019802,0.813953488372093,0.6930232558139535,54.1,2.006,45.845,,
45,88723,2021-22,Jordan Bohannon,PG,SG,Shooter,73,175.0,Iowa,Big Ten,26.0,10.0,6.87,4.0,"Jun 19, 1997",25.03,312.0,36,36,968,15.6,0.592,0.541,0.818,0.309,355.0,0.6,4.9,2.7,10.8,1.6,0.0,0.0,8.7,0.072,18.4,26.375,2.7,0.7,3.4,0.141,4.0,0.4,4.5,2.03,124.1,108.1,0.165,1.14,4.6,12.0,0.385,0.9,2.2,0.396,3.8,9.8,0.382,0.347,0.5207933333333333,3.3,3.7,0.889,2.0,2.7,1.1,0.0,1.3,2.0,16.3,6.6,17.1,1.2,3.1,5.3,14.0,4.7,5.3,2.8,3.8,1.6,0.0,1.9,2.8,23.2,17.1,0.0,0.0,0.0,0.0,0.5557500000000001,6.5,73.7,50.0,11.7,20.6,42.9,81.8,70.3,65.7747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4251207729468599,0.6666666666666666,0.3333333333333333,0.6813953488372093,0.020930232558139535,0.10891089108910891,0.046511627906976744,0.7023255813953488,37.3,3.067,53.92,0.1876157438803531,0.3155748090332258
806,150408,2021-22,Kobe Johnson,SG,PG,Slasher,78,170.0,USC,Pac-12,20.0,7.0,6.09,1.0,"Jan 15, 2003",19.45,196.0,27,0,203,10.9,0.423,0.382,0.412,0.235,42.0,3.4,11.3,7.5,17.0,4.7,2.5,3.263888888888889,25.6,0.186,12.6,20.476,0.0,0.4,0.4,0.087,-1.8,6.4,4.5,1.62,89.7,92.6,0.043,0.5,2.2,6.7,0.324,1.4,3.9,0.35,0.8,2.8,0.286,0.197,0.3376275071633238,1.2,1.6,0.75,5.5,4.1,3.2,1.0,2.6,3.7,6.3,3.2,9.9,2.0,5.8,1.2,4.1,1.8,2.3,8.2,6.1,4.7,1.5,3.8,5.5,9.3,9.9,1.0,7.14,1.26198072,0.0049261083743842365,1.7498052000000002,41.2,50.0,57.1,17.6,0.0,0.0,41.2,50.0,44.12520000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5314009661835749,0.07213930348258707,0.5169082125603864,0.6697674418604651,0.7348837209302326,0.5668316831683168,0.9930232558139535,0.40930232558139534,56.2,1.663,38.249,1.2764031616548441,0.5085299302042088
89,121702,2021-22,Jimmy Sotos,PG,SG,Floor General,75,200.0,Ohio State,Big Ten,12.0,6.0,9.08,4.0,"Sep 4, 1998",23.82,,19,0,146,15.9,0.716,0.684,0.526,0.526,44.0,0.9,9.2,5.4,30.2,0.8,1.5,1.0434782608695652,20.2,0.102,11.1,24.473,0.5,0.1,0.6,0.161,3.1,1.3,4.4,4.17,143.2,108.7,0.076,7.89,2.7,5.2,0.526,1.1,2.5,0.444,1.6,2.7,0.6,0.449,0.5605683836589698,2.2,2.7,0.8,3.6,6.8,0.5,0.5,1.6,4.7,9.3,4.2,8.0,1.7,3.8,2.5,4.2,3.4,4.2,5.5,10.5,0.8,0.8,2.5,7.2,14.3,8.0,0.0,0.0,0.0,0.0,1.4033680000000002,26.3,60.0,33.3,21.1,25.0,100.0,52.6,100.0,82.4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111111111111112,0.654228855721393,0.01932367149758454,0.9906976744186047,0.32790697674418606,0.6039603960396039,0.30697674418604654,0.9116279069767442,55.300000000000004,5.944,50.159,1.18611008450618,
277,170140,2021-22,Sean Pedulla,PG,SG,Shooter,73,195.0,Virginia Tech,ACC,23.0,13.0,6.48,1.0,"Oct 10, 2002",19.72,140.0,36,0,466,17.9,0.591,0.545,0.524,0.276,190.0,1.7,9.7,5.8,19.7,2.8,0.3,0.5419354838709677,15.9,0.12,23.2,35.137,1.2,0.7,1.9,0.164,2.0,2.2,4.2,1.52,113.8,100.1,0.117,0.08,5.3,12.4,0.428,2.4,5.9,0.406,2.9,6.5,0.447,0.341,0.48244696189495373,3.1,3.4,0.9,3.6,4.0,1.8,0.1,2.7,4.6,16.7,8.4,19.6,3.8,9.3,4.6,10.3,4.9,5.4,5.7,6.3,2.8,0.1,4.2,7.3,26.2,19.6,0.0,0.0,0.0,0.0,5.106662400000001,27.6,45.0,5.6,20.0,34.5,10.0,52.4,76.5,43.6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21014492753623187,0.8805970149253731,0.5845410628019324,0.541860465116279,0.4441860465116279,0.5891089108910891,0.5534883720930233,0.7093023255813954,56.39999999999999,5.925,48.761,2.4047696460974666,0.6803164031456761
575,134197,2021-22,Clarence Nadolny,SG,PG,Slasher,75,200.0,Texas Tech,Big 12,23.0,10.0,8.65,3.0,"Oct 3, 2000",21.74,,33,3,481,10.4,0.53,0.442,0.346,0.846,118.0,1.3,8.7,5.2,10.8,4.1,1.4,2.0872727272727274,24.8,0.206,15.6,21.4,0.2,1.2,1.4,0.116,-2.2,6.2,4.1,0.83,94.8,89.3,0.075,-3.4,2.7,6.5,0.423,2.5,4.2,0.588,0.2,2.2,0.111,0.071,0.16807877461706783,3.9,5.5,0.712,3.4,2.5,2.7,0.4,3.0,4.1,9.6,4.1,9.6,3.7,6.3,0.4,3.3,5.8,8.2,5.1,3.7,4.1,0.6,4.4,6.1,14.3,9.6,2.0,5.84,1.65497424,0.004158004158004158,2.7205055999999996,43.8,60.7,35.3,17.2,54.5,66.7,39.1,66.7,53.0135,2018-19,Playaz Club,Nike 17U,10.0,3.0,5.7,2.6,1.0,1.4,0.714,0.1,0.2,0.5,1.2,2.5,0.48,0.3,1.5,1.8,0.6,0.5,0.1,1.4,2.2,,,,,,,,,,,,,,,,,,,,,,0.8840579710144928,0.472636815920398,0.12077294685990338,0.10232558139534884,0.29534883720930233,0.8564356435643564,0.9930232558139535,0.786046511627907,56.39999999999999,1.422,52.176,0.5530839998163618,
346,145664,2021-22,K.D. Johnson,SG,PG,Scorer,72,204.0,Auburn,SEC,28.0,6.0,8.17,2.0,"May 25, 2001",21.1,,34,31,945,14.9,0.503,0.451,0.449,0.426,383.0,2.1,8.6,5.4,10.3,3.8,0.2,0.37999999999999995,13.0,0.115,24.0,32.309,1.2,1.8,3.0,0.129,0.4,3.7,4.1,0.85,102.2,95.7,0.197,-2.72,5.6,14.6,0.386,3.7,8.0,0.463,1.9,6.6,0.29,0.21,0.3523951285520974,4.5,6.2,0.721,4.1,2.2,2.7,0.1,2.6,3.7,17.7,7.9,20.5,5.2,11.3,2.7,9.2,6.3,8.7,5.8,3.1,3.8,0.1,3.7,5.2,24.8,20.5,,,,,6.14754,42.0,53.1,28.6,13.0,24.4,9.1,44.9,64.4,42.110600000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6811594202898551,0.17412935323383086,0.7125603864734299,0.09302325581395349,0.32790697674418606,,0.6511627906976745,0.7534883720930232,,2.735,52.492,0.7556858331100771,
557,117532,2021-22,Mike Miles,PG,SG,Scorer,74,195.0,TCU,Big 12,19.0,12.0,10.16,2.0,"Aug 24, 2002",19.85,179.0,31,31,1034,15.1,0.482,0.432,0.342,0.33,465.0,0.9,11.2,6.1,24.2,2.2,0.7,1.0620689655172413,15.0,0.119,28.0,42.039,1.5,1.7,3.2,0.122,2.0,2.0,4.1,1.36,101.3,98.9,0.358,-0.82,6.3,16.5,0.382,4.6,10.9,0.427,1.7,5.6,0.295,0.198,0.31676609105180537,4.1,5.5,0.759,4.2,4.6,1.5,0.3,3.4,2.4,18.4,9.4,24.6,6.9,16.2,2.5,8.4,6.2,8.1,6.3,6.8,2.2,0.4,5.0,3.6,27.4,24.6,4.0,2.81,0.7818038199999999,0.0038684719535783366,6.8442612,33.4,51.4,16.7,32.2,33.3,13.3,34.4,51.2,27.4732,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,U19 World Cup,7,20:51,9.1,3.4,8.4,.407,1.0,3.3,.304,1.3,1.6,.818,3.3,3.9,1.4,0.3,1.1,0.7,Gold,0.4082125603864734,0.26865671641791045,0.9227053140096618,0.5069767441860465,0.49767441860465117,0.8861386138613861,0.7441860465116279,0.872093023255814,63.800000000000004,5.28,54.201,2.7086601768034564,0.7526953863696223
95,134417,2021-22,Tyson Walker,PG,SG,Shooter,72,175.0,Michigan State,Big Ten,23.0,13.0,9.96,2.0,"Sep 18, 2000",21.78,,36,28,812,16.2,0.536,0.498,0.301,0.256,333.0,0.7,5.6,3.3,36.0,2.5,0.7,1.09375,19.3,0.124,21.6,38.689,1.6,0.7,2.3,0.115,2.6,1.4,4.1,2.32,108.2,106.4,0.275,4.47,5.2,12.1,0.427,3.4,8.5,0.407,1.7,3.6,0.473,0.306,0.3678888888888889,2.5,3.1,0.81,2.3,7.5,1.7,0.2,3.3,2.9,14.6,7.6,17.9,5.1,12.5,2.5,5.4,3.7,4.6,3.4,11.1,2.5,0.4,4.8,4.3,21.5,17.9,0.0,0.0,0.0,0.0,4.9414203,33.3,42.7,17.1,36.6,38.9,11.4,30.1,57.1,27.053800000000003,2018-19,Team New England,Gold Gauntlet 17U,4.0,4.0,28.5,10.25,3.75,6.5,0.577,0.25,1.0,0.25,2.5,4.25,0.588,0.5,2.5,3.0,6.0,1.5,0.25,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,0.28019323671497587,0.8656716417910447,0.8526570048309179,0.9813953488372092,0.04186046511627907,0.5594059405940595,0.34418604651162793,0.8441860465116279,59.599999999999994,7.888,44.06,1.967060615197488,
895,185613,2021-22,Casey Brown,SG,PG,Shooter,73,181.0,BYU,WCC,6.0,1.0,5.23,1,,,,7,0,12,17.6,0.559,0.625,0.75,0.25,4.0,9.7,9.1,9.4,0.0,0.0,0.0,0.0,0.0,0.0,18.7,21.748,0.0,0.0,0.0,0.136,4.9,-0.8,4.1,0.0,121.0,106.3,0.009,0.0,6.7,13.3,0.5,3.3,3.3,1.0,3.3,10.0,0.333,0.291,0.461218836565097,0.0,3.3,0.0,6.7,0.0,0.0,0.0,0.0,0.0,16.7,9.6,19.3,4.8,4.8,4.8,14.5,0.0,4.8,9.6,0.0,0.0,0.0,0.0,0.0,24.1,19.3,0.0,0.0,0.0,0.0,4.825,25.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8043478260869565,0.23383084577114427,0.5579710144927537,0.13488372093023257,0.8790697674418605,0.3564356435643564,0.05581395348837209,0.5488372093023256,44.6,0.47,104.825,,
68,91702,2021-22,Alonzo Verge,SG,PG,Scorer,75,170.0,Nebraska,Big Ten,10.0,21.0,8.25,4.0,"Oct 17, 1998",23.7,,31,31,881,21.1,0.526,0.48,0.148,0.344,496.0,1.9,15.4,8.9,42.8,3.2,0.9,1.4048780487804877,19.6,0.142,30.5,46.531,1.3,0.9,2.2,0.102,2.8,1.3,4.1,1.62,100.1,105.3,0.412,0.94,7.6,16.6,0.456,6.8,14.2,0.481,0.8,2.5,0.315,0.171,0.20138228941684663,4.4,5.7,0.77,6.4,7.7,2.3,0.3,4.7,2.9,20.3,10.5,23.1,9.5,19.7,1.1,3.4,6.1,7.9,8.8,10.7,3.2,0.4,6.6,4.0,28.2,23.1,1.0,0.52,0.24078600000000003,0.0011350737797956867,10.696455,52.5,57.3,11.8,32.8,33.3,2.5,14.8,41.2,13.1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8695652173913043,0.22388059701492538,1.0,0.8232558139534883,0.8441860465116279,0.8787128712871287,0.5395348837209303,0.6790697674418604,73.2,7.455,65.093,1.5359634653775742,
594,136040,2021-22,Kadary Richmond,SG,PG,Primary,78,200.0,Seton Hall,Big East,21.0,11.0,8.52,2.0,"Aug 25, 2001",20.85,90.0,32,26,829,16.0,0.479,0.439,0.211,0.276,325.0,2.7,12.2,7.5,31.7,3.7,1.4,2.0313725490196077,21.7,0.156,22.5,37.148,0.7,1.6,2.3,0.109,0.5,3.5,4.0,1.61,97.1,95.8,0.293,0.72,5.1,12.6,0.402,4.1,9.9,0.417,0.9,2.7,0.345,0.202,0.2618525179856115,2.6,3.5,0.75,5.5,6.4,2.6,0.5,4.0,3.2,13.7,7.4,18.3,6.0,14.5,1.3,3.9,3.8,5.1,8.1,9.3,3.7,0.8,5.8,4.7,19.9,18.3,6.0,4.44,2.2587523200000006,0.007237635705669481,9.309722400000004,51.7,45.2,1.6,27.2,35.2,4.0,21.1,31.6,8.5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,0.34328358208955223,0.9323671497584541,0.7813953488372093,0.7348837209302326,0.9801980198019802,0.9418604651162791,0.7302325581395349,75.0,5.356,54.182,3.4562390391482984,0.8137291456253345
977,162363,2021-22,Tony Toney,SG,PG,Slasher,74,190.0,UAB,CUSA,22.0,7.0,-0.14,1,"Jun 20, 2002",20.03,,29,1,241,17.3,0.637,0.651,0.321,0.17,69.0,2.8,9.8,6.3,9.6,3.3,1.9,2.4115384615384614,10.9,0.09,13.0,18.812,0.6,0.5,1.0,0.171,1.1,2.9,4.0,2.0,128.4,95.7,0.051,0.93,5.0,8.8,0.566,3.5,6.0,0.583,1.5,2.8,0.529,0.34,0.39955058823529416,0.7,1.5,0.444,4.5,2.3,2.3,0.7,1.2,2.8,12.1,7.1,12.5,5.0,8.5,2.1,4.0,0.9,2.1,6.4,3.3,3.3,0.9,1.7,4.0,17.2,12.5,5.0,17.86,5.186543999999999,0.02074688796680498,3.63,52.8,71.4,45.0,15.1,12.5,0.0,32.1,100.0,55.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9855072463768116,0.3880597014925373,0.14009661835748793,0.5767441860465117,0.5395348837209303,0.6212871287128713,0.9674418604651163,0.5534883720930233,59.699999999999996,1.697,59.494,0.6173995206099939,
6,151392,2021-22,Nolan Hickman,SG,PG,Connector,74,180.0,Gonzaga,WCC,28.0,4.0,4.5,1.0,"May 7, 2003",19.15,33.0,32,0,551,11.7,0.536,0.528,0.542,0.104,155.0,0.7,7.9,4.7,10.6,2.0,1.2,1.4999999999999998,13.2,0.107,15.2,21.423,0.6,1.1,1.8,0.128,0.9,3.1,4.0,1.78,106.5,94.5,0.1,0.74,4.6,10.5,0.444,2.9,4.8,0.606,1.7,5.7,0.308,0.237,0.39279058823529417,0.7,1.1,0.667,3.6,3.0,1.5,0.5,1.7,2.1,11.8,6.3,14.2,3.9,6.5,2.4,7.7,1.0,1.5,4.8,4.0,2.0,0.7,2.3,2.9,15.9,14.2,1.0,2.55,0.29646045,0.0018148820326678765,1.6508777999999997,27.1,71.8,57.1,18.8,44.4,8.3,54.2,83.3,62.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8164251207729468,0.6865671641791045,0.2536231884057971,0.5813953488372093,0.1930232558139535,0.2623762376237624,0.9302325581395349,0.46511627906976744,52.400000000000006,1.766,52.917,0.8603399953559397,0.5473040895326013
1016,131564,2021-22,Alex Ducas,SG,PG,Shooter,79,220.0,Saint Mary's,WCC,26.0,8.0,6.58,3,"Dec 11, 2000",21.55,,34,34,1013,13.7,0.547,0.522,0.584,0.169,308.0,2.0,13.5,7.9,5.6,1.9,0.7,1.023076923076923,10.9,0.1,19.2,24.017,1.5,2.0,3.4,0.135,1.7,2.2,3.9,0.77,107.0,95.6,0.17,-1.97,4.8,11.7,0.409,2.1,4.9,0.439,2.6,6.8,0.387,0.306,0.4655159629248198,1.6,2.0,0.82,5.0,1.2,1.3,0.3,1.5,2.2,13.8,7.3,17.9,3.3,7.4,4.0,10.4,2.5,3.0,7.6,1.8,1.9,0.4,2.4,3.4,21.1,17.9,1.0,1.33,0.19424649999999996,0.0009871668311944718,2.614295,25.4,55.6,42.5,16.9,29.2,35.7,57.7,90.8,69.2199,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,U19 World Cup,5,19:14,9.2,3.4,6.8,.500,1.8,3.6,.500,0.6,0.8,.750,3.6,2.0,0.8,0.0,1.4,2.0,9th,0.3719806763285024,0.5970149253731343,0.1280193236714976,0.07441860465116279,0.786046511627907,0.26732673267326734,0.8232558139534883,0.5976744186046512,45.6,1.464,46.428,0.8422958154556435,
741,131989,2021-22,Keeshawn Barthelemy,SG,PG,Scorer,74,163.0,Colorado,Pac-12,21.0,12.0,6.15,2.0,"Jan 2, 2001",21.49,170.0,33,28,853,16.8,0.542,0.493,0.423,0.314,350.0,1.7,8.7,5.3,19.5,1.4,0.6,0.84,11.6,0.091,22.8,32.866,1.9,1.1,3.0,0.141,2.8,1.1,3.9,1.77,111.7,102.8,0.246,0.95,5.8,13.7,0.42,3.8,7.9,0.473,2.0,5.8,0.347,0.247,0.38124935064935067,3.6,4.3,0.826,3.7,3.7,1.0,0.2,2.1,1.6,17.1,8.4,20.1,5.5,11.6,2.9,8.5,5.2,6.3,5.4,5.4,1.4,0.3,3.0,2.4,25.0,20.1,4.0,4.36,0.9501137600000001,0.004689331770222743,4.3801116,31.4,53.3,30.6,26.3,40.3,29.0,42.3,93.0,56.5744,2018-19,Brookwood Elite,Gold Gauntlet 17U,3.0,2.0,19.0,5.33,1.67,5.33,0.313,0.0,1.0,0.0,2.0,3.0,0.667,1.0,1.67,2.67,2.33,0.0,0.0,1.0,0.67,2018.0,U17 World Cup,7,16:50,5.4,2.0,5.9,.341,0.6,2.4,.235,0.9,1.4,.600,1.4,2.1,0.7,0.4,1.6,0.9,4th,0.47342995169082125,0.7661691542288557,0.38164251207729466,0.6930232558139535,0.3116279069767442,0.7277227722772277,0.46511627906976744,0.5720930232558139,54.900000000000006,4.118,49.776,1.383488513804784,0.6370316757928519
